Students	10000
3907	6 17 7 21
3908	35 30 19 13
3909	34 15 6 18
3910	9 4 15 33
3911	15 39 13 7
3912	20 31 3 24
3913	14 26 24 20
3914	18 2 4 17
3915	19 3 23 11
3916	37 21 13 20
3917	2 17 7 18
3918	13 11 4 21
3919	24 30 25 19
3920	35 38 5 34
3921	24 13 5 8
3922	22 14 36 21
3923	40 17 39 2
3924	7 26 31 36
3925	36 9 3 2
3926	33 15 9 30
3927	3 30 12 1
3928	40 11 18 10
3929	35 16 25 22
3930	21 10 9 30
3931	29 38 39 30
3932	36 27 20 7
3933	6 29 4 38
3934	12 3 15 11
3935	31 10 39 22
3936	38 32 10 24
3937	25 30 8 28
3938	38 19 20 5
3939	9 36 8 32
3940	11 39 27 2
3941	17 14 36 30
3942	8 25 13 29
3943	1 11 20 35
3944	14 6 25 31
3945	27 31 10 17
3946	9 21 19 4
3947	22 2 7 16
3948	18 11 4 17
3949	22 8 28 39
3950	2 26 6 13
3951	15 2 23 19
3952	20 33 1 24
3953	24 22 21 17
3954	30 8 18 25
3955	28 5 29 6
3956	27 24 25 1
3957	4 16 8 19
3958	23 21 7 39
3959	23 18 32 12
3960	1 9 5 31
3961	15 25 37 8
3962	36 37 39 14
3963	16 33 2 12
3964	23 36 37 20
3965	28 13 27 22
3966	29 3 12 5
3967	9 5 20 24
3968	36 27 17 25
3969	10 22 3 28
3970	2 29 5 4
3971	23 32 30 5
3972	29 11 2 14
3973	18 34 16 1
3974	6 39 33 24
3975	14 11 15 1
3976	10 37 12 17
3977	19 39 38 25
3978	22 28 38 33
3979	20 34 12 10
3980	19 10 37 21
3981	27 5 24 26
3982	17 1 18 37
3983	18 6 35 29
3984	12 4 8 27
3985	24 8 27 3
3986	28 11 8 29
3987	2 25 6 7
3988	16 28 15 6
3989	35 21 40 14
3990	20 36 22 13
3991	38 37 39 3
3992	15 19 20 38
3993	25 10 18 33
3994	20 33 13 7
3995	3 10 7 21
3996	33 39 19 38
3997	38 28 11 15
3998	20 17 22 35
3999	22 28 35 31
4000	32 9 14 39
4001	10 39 26 29
4002	12 31 11 21
4003	20 8 39 16
4004	17 38 33 26
4005	8 28 2 29
4006	38 40 14 6
4007	24 5 27 26
4008	27 25 7 37
4009	4 18 36 26
4010	8 36 2 7
4011	30 5 34 22
4012	15 2 26 11
4013	18 3 14 6
4014	21 6 31 2
4015	35 38 2 7
4016	12 28 25 6
4017	6 26 34 33
4018	27 26 33 3
4019	17 30 40 32
4020	32 23 39 8
4021	40 30 1 3
4022	36 23 30 15
4023	15 36 5 6
4024	20 17 24 28
4025	23 16 24 21
4026	2 10 22 35
4027	14 11 2 37
4028	1 10 31 23
4029	21 38 36 40
4030	20 39 9 28
4031	14 26 7 12
4032	12 30 31 25
4033	12 25 16 30
4034	6 37 15 7
4035	23 11 7 24
4036	4 17 11 24
4037	15 16 32 29
4038	12 31 23 5
4039	9 38 29 22
4040	27 21 39 5
4041	34 12 20 36
4042	7 38 29 9
4043	25 5 8 31
4044	33 9 39 23
4045	38 29 27 12
4046	17 35 39 22
4047	6 37 3 14
4048	2 31 6 34
4049	29 37 11 40
4050	20 37 28 31
4051	12 22 32 2
4052	13 26 31 33
4053	20 29 30 14
4054	7 33 32 26
4055	20 22 9 24
4056	31 7 15 1
4057	7 18 36 39
4058	1 30 21 5
4059	25 39 21 1
4060	40 23 6 16
4061	9 35 28 18
4062	9 26 22 17
4063	14 22 38 6
4064	28 21 22 12
4065	24 26 29 15
4066	3 25 1 4
4067	11 2 15 17
4068	20 16 37 5
4069	15 11 13 26
4070	25 5 34 39
4071	24 22 38 16
4072	29 31 13 30
4073	16 10 18 1
4074	25 8 1 36
4075	30 25 5 17
4076	34 24 36 28
4077	10 22 16 37
4078	1 36 33 16
4079	35 38 33 23
4080	22 8 31 23
4081	2 33 6 21
4082	35 36 8 2
4083	11 21 27 9
4084	11 9 3 18
4085	27 3 20 32
4086	20 16 13 40
4087	27 19 7 22
4088	35 25 9 2
4089	8 24 22 17
4090	6 36 14 16
4091	8 24 19 37
4092	32 15 24 11
4093	19 4 13 32
4094	18 31 3 16
4095	39 11 37 24
4096	6 15 19 8
4097	23 9 27 21
4098	11 18 20 26
4099	30 39 3 14
4100	22 5 1 11
4101	37 8 3 27
4102	6 3 7 13
4103	37 9 16 3
4104	31 9 33 30
4105	27 30 8 28
4106	9 38 20 16
4107	38 21 31 11
4108	28 11 24 21
4109	35 8 3 9
4110	36 39 20 22
4111	20 5 17 29
4112	30 28 31 33
4113	36 11 39 20
4114	31 30 12 10
4115	8 36 15 38
4116	33 29 24 22
4117	29 25 1 21
4118	32 34 11 30
4119	38 11 35 15
4120	12 16 23 36
4121	29 5 17 22
4122	30 33 9 18
4123	27 33 38 3
4124	30 34 13 11
4125	38 10 23 11
4126	18 21 7 17
4127	2 38 20 8
4128	5 6 25 3
4129	24 9 32 40
4130	1 25 23 21
4131	25 38 20 4
4132	14 39 10 36
4133	8 2 29 20
4134	7 11 20 12
4135	11 15 24 8
4136	24 34 26 1
4137	7 20 16 21
4138	35 14 5 31
4139	32 13 22 21
4140	28 23 4 29
4141	27 29 12 1
4142	21 24 35 30
4143	33 34 18 11
4144	11 31 3 25
4145	24 1 14 20
4146	36 9 16 24
4147	13 38 14 17
4148	17 39 33 40
4149	21 5 24 28
4150	37 20 32 18
4151	32 4 12 14
4152	30 14 13 7
4153	16 33 35 32
4154	5 37 19 38
4155	37 26 38 35
4156	26 37 38 5
4157	38 35 37 26
4158	27 35 11 32
4159	36 21 6 16
4160	29 39 31 12
4161	19 25 16 37
4162	36 1 17 23
4163	34 27 9 38
4164	15 31 9 39
4165	14 15 25 10
4166	38 19 5 36
4167	19 5 33 26
4168	39 11 38 32
4169	20 9 38 15
4170	12 33 39 18
4171	34 9 21 17
4172	28 11 24 26
4173	27 14 4 19
4174	9 25 17 10
4175	38 3 1 33
4176	26 19 14 36
4177	23 30 14 22
4178	36 20 39 16
4179	21 20 38 11
4180	31 1 37 9
4181	2 30 40 1
4182	22 30 12 13
4183	9 5 20 14
4184	12 21 26 15
4185	26 2 38 17
4186	12 39 38 26
4187	18 27 32 22
4188	4 17 33 30
4189	17 22 13 11
4190	1 25 12 27
4191	1 34 2 28
4192	35 13 2 39
4193	40 31 25 6
4194	3 11 2 28
4195	18 9 39 4
4196	27 38 5 35
4197	9 34 21 17
4198	32 7 31 20
4199	29 35 10 39
4200	21 16 13 19
4201	25 5 26 27
4202	27 11 25 6
4203	37 7 35 39
4204	36 5 31 39
4205	40 32 39 4
4206	2 23 20 25
4207	40 35 25 14
4208	38 39 32 28
4209	30 29 18 20
4210	22 39 20 31
4211	26 12 1 8
4212	27 36 39 20
4213	4 9 38 39
4214	4 36 30 12
4215	24 25 13 22
4216	17 37 15 33
4217	28 37 4 31
4218	3 8 9 4
4219	30 21 33 4
4220	23 17 37 28
4221	26 7 16 24
4222	38 13 22 33
4223	40 34 38 39
4224	38 15 28 2
4225	22 33 18 28
4226	6 17 14 29
4227	21 15 28 38
4228	10 31 27 35
4229	25 15 37 8
4230	21 29 19 38
4231	18 37 22 19
4232	10 40 13 31
4233	40 12 9 19
4234	38 24 3 28
4235	38 37 14 28
4236	22 36 13 16
4237	29 7 31 6
4238	21 12 25 10
4239	17 29 36 15
4240	33 23 2 20
4241	22 3 30 36
4242	4 18 36 17
4243	1 11 29 37
4244	29 18 37 17
4245	36 38 30 27
4246	33 29 9 39
4247	32 5 31 33
4248	21 28 15 9
4249	11 29 32 34
4250	31 5 27 10
4251	35 17 37 3
4252	36 10 38 37
4253	17 21 31 34
4254	34 29 31 8
4255	4 39 40 21
4256	8 37 33 38
4257	23 12 31 19
4258	19 11 6 26
4259	39 15 26 24
4260	16 39 35 15
4261	27 10 20 13
4262	12 36 6 19
4263	2 30 5 14
4264	7 39 4 17
4265	26 39 35 9
4266	36 37 24 30
4267	34 10 20 33
4268	30 19 23 14
4269	28 37 9 2
4270	24 19 12 9
4271	12 33 20 19
4272	23 3 36 8
4273	28 8 9 12
4274	22 6 38 29
4275	38 29 16 7
4276	4 23 32 10
4277	5 31 10 18
4278	10 29 38 9
4279	27 25 21 18
4280	2 29 18 15
4281	39 34 24 33
4282	1 16 36 11
4283	16 25 30 6
4284	6 9 36 10
4285	21 9 19 23
4286	22 33 1 19
4287	21 17 8 13
4288	1 37 38 34
4289	25 16 3 39
4290	24 4 3 35
4291	20 29 28 3
4292	23 21 5 3
4293	16 7 31 8
4294	24 21 9 2
4295	15 4 39 23
4296	26 7 4 19
4297	40 1 5 4
4298	4 11 1 40
4299	8 32 30 34
4300	11 18 35 38
4301	3 25 7 36
4302	14 13 37 10
4303	16 35 7 8
4304	34 23 29 20
4305	19 16 17 26
4306	20 24 39 18
4307	36 12 7 5
4308	31 25 12 1
4309	38 20 23 36
4310	29 5 35 39
4311	16 33 37 5
4312	30 23 12 35
4313	33 32 23 35
4314	39 28 27 15
4315	25 12 30 23
4316	38 32 2 20
4317	24 13 9 3
4318	34 33 16 38
4319	5 15 28 24
4320	38 8 33 18
4321	35 37 3 40
4322	4 30 17 14
4323	4 26 32 30
4324	13 37 20 16
4325	1 26 10 21
4326	22 10 17 33
4327	22 14 6 38
4328	3 1 40 7
4329	17 9 18 28
4330	30 15 6 11
4331	18 39 5 11
4332	12 17 25 11
4333	21 22 6 31
4334	17 15 33 40
4335	8 15 16 12
4336	30 5 29 22
4337	25 38 26 35
4338	29 38 5 40
4339	18 6 28 1
4340	31 19 40 8
4341	36 12 11 21
4342	19 31 2 20
4343	20 3 18 33
4344	16 9 6 2
4345	11 31 8 10
4346	15 18 29 34
4347	5 4 39 16
4348	31 21 26 1
4349	8 14 18 37
4350	8 6 13 3
4351	16 38 24 40
4352	14 17 27 15
4353	24 23 27 22
4354	21 17 24 15
4355	35 39 40 29
4356	5 4 17 40
4357	3 10 37 38
4358	27 3 28 8
4359	2 8 25 27
4360	12 30 23 39
4361	5 39 28 36
4362	21 19 27 23
4363	11 37 29 14
4364	40 17 31 7
4365	13 2 40 32
4366	16 20 23 29
4367	11 35 26 37
4368	35 5 10 7
4369	37 26 10 30
4370	7 40 1 6
4371	20 37 8 10
4372	3 38 30 10
4373	31 28 10 27
4374	40 23 26 13
4375	9 29 21 12
4376	11 4 27 17
4377	33 30 21 28
4378	38 14 11 36
4379	5 21 35 6
4380	23 35 10 37
4381	2 14 9 26
4382	38 6 18 23
4383	14 31 12 24
4384	36 17 9 28
4385	4 28 23 16
4386	3 16 25 28
4387	15 40 34 6
4388	39 37 29 35
4389	4 26 16 30
4390	35 27 25 26
4391	18 2 17 21
4392	23 33 10 19
4393	21 37 30 33
4394	21 38 17 26
4395	19 27 18 20
4396	7 16 25 35
4397	11 9 37 20
4398	1 7 14 34
4399	23 16 30 27
4400	40 35 23 33
4401	14 12 40 36
4402	7 12 17 11
4403	2 18 17 35
4404	10 19 15 31
4405	20 31 15 24
4406	9 15 8 4
4407	31 33 21 16
4408	28 31 20 25
4409	34 28 25 11
4410	9 1 33 13
4411	19 38 7 24
4412	14 16 38 17
4413	17 14 2 38
4414	19 39 36 23
4415	23 13 16 39
4416	28 8 35 27
4417	30 25 37 38
4418	19 33 34 27
4419	22 8 14 26
4420	21 32 10 29
4421	31 33 29 26
4422	21 32 40 5
4423	12 28 5 25
4424	27 22 3 38
4425	11 27 12 20
4426	25 7 10 11
4427	38 20 31 21
4428	17 19 3 25
4429	31 1 32 36
4430	12 36 1 40
4431	14 37 22 36
4432	24 29 31 26
4433	17 28 5 38
4434	19 38 3 11
4435	13 31 15 6
4436	13 37 16 15
4437	9 14 7 21
4438	26 24 14 17
4439	19 14 18 13
4440	33 12 16 10
4441	30 36 12 10
4442	16 10 30 26
4443	20 40 22 36
4444	34 5 24 35
4445	39 11 19 33
4446	8 26 21 10
4447	23 27 25 34
4448	1 30 6 26
4449	30 22 36 18
4450	1 40 29 14
4451	20 25 13 6
4452	28 36 14 7
4453	12 33 34 1
4454	33 13 39 8
4455	21 14 5 17
4456	19 36 3 20
4457	16 32 26 12
4458	3 29 19 13
4459	32 11 40 35
4460	18 10 11 37
4461	12 27 38 24
4462	12 40 29 11
4463	30 40 37 11
4464	15 10 27 9
4465	30 7 12 9
4466	40 1 12 8
4467	14 33 40 25
4468	28 17 36 15
4469	1 4 15 25
4470	7 18 39 33
4471	17 15 33 27
4472	21 6 19 3
4473	21 9 15 10
4474	40 17 8 18
4475	21 9 25 5
4476	7 20 35 22
4477	34 20 13 1
4478	9 2 36 19
4479	20 23 8 18
4480	12 33 23 32
4481	25 17 31 21
4482	12 40 15 3
4483	24 37 15 39
4484	21 20 27 28
4485	9 28 32 21
4486	4 31 34 37
4487	30 10 36 12
4488	6 4 2 37
4489	32 9 16 17
4490	26 40 30 15
4491	29 38 14 31
4492	8 17 22 36
4493	33 37 38 3
4494	40 17 18 21
4495	12 6 40 18
4496	7 28 26 27
4497	1 30 22 32
4498	15 1 22 23
4499	29 5 17 16
4500	9 18 31 27
4501	16 31 26 20
4502	11 6 37 32
4503	16 33 23 14
4504	36 6 16 1
4505	10 12 29 35
4506	32 24 18 22
4507	20 9 14 30
4508	4 20 12 26
4509	32 36 15 1
4510	17 32 26 19
4511	20 29 6 12
4512	37 3 28 1
4513	15 29 1 39
4514	29 16 35 11
4515	37 21 33 4
4516	33 5 30 26
4517	2 36 9 19
4518	36 39 13 35
4519	3 7 22 4
4520	10 40 32 19
4521	22 23 29 34
4522	34 14 12 21
4523	37 36 30 35
4524	22 7 36 38
4525	6 20 3 10
4526	10 32 19 11
4527	24 11 14 29
4528	40 7 12 33
4529	12 23 6 2
4530	17 35 12 16
4531	14 39 19 5
4532	6 3 26 14
4533	1 35 11 37
4534	8 25 27 3
4535	4 29 7 11
4536	10 28 7 18
4537	22 32 4 38
4538	37 16 27 4
4539	8 35 27 22
4540	8 14 39 19
4541	6 35 37 30
4542	37 16 19 39
4543	9 6 5 10
4544	3 23 7 31
4545	8 29 2 26
4546	35 4 6 5
4547	2 8 16 30
4548	18 14 25 24
4549	13 4 17 37
4550	7 39 8 5
4551	22 16 37 6
4552	3 8 38 5
4553	28 27 40 31
4554	20 21 13 7
4555	33 37 7 4
4556	4 27 15 29
4557	20 39 40 38
4558	13 18 1 7
4559	28 30 39 5
4560	23 20 10 7
4561	19 7 32 14
4562	23 9 19 15
4563	2 7 26 15
4564	23 9 26 31
4565	25 12 37 33
4566	11 19 36 35
4567	27 8 4 34
4568	20 19 27 32
4569	25 11 22 24
4570	2 11 28 25
4571	30 7 4 31
4572	26 3 15 9
4573	38 39 13 36
4574	24 20 2 31
4575	8 20 3 40
4576	33 17 39 7
4577	36 3 11 24
4578	15 39 16 36
4579	8 25 31 30
4580	31 28 24 12
4581	28 35 33 14
4582	27 16 4 29
4583	16 40 38 6
4584	4 1 24 38
4585	25 33 38 20
4586	14 17 23 3
4587	36 35 5 30
4588	17 15 1 39
4589	22 21 37 40
4590	14 4 24 6
4591	22 3 19 4
4592	36 38 40 27
4593	17 7 15 23
4594	22 40 27 11
4595	14 32 31 2
4596	39 7 5 18
4597	26 21 5 33
4598	22 14 18 1
4599	1 9 36 37
4600	24 6 4 29
4601	9 32 29 27
4602	20 5 40 17
4603	22 9 37 5
4604	35 9 11 2
4605	12 17 39 20
4606	22 21 12 36
4607	20 25 3 31
4608	37 8 20 36
4609	30 6 12 26
4610	36 24 22 35
4611	4 40 25 19
4612	13 7 39 20
4613	4 25 36 39
4614	34 19 15 12
4615	33 3 10 11
4616	14 12 18 3
4617	23 21 33 9
4618	21 26 31 7
4619	19 20 35 30
4620	26 18 21 31
4621	5 31 16 7
4622	9 38 17 3
4623	3 35 5 1
4624	28 24 40 3
4625	39 26 4 5
4626	14 29 31 34
4627	31 6 3 33
4628	31 40 17 18
4629	24 17 3 15
4630	22 21 40 13
4631	8 23 21 36
4632	23 24 5 3
4633	33 32 26 16
4634	11 25 16 12
4635	8 14 12 7
4636	26 8 15 10
4637	19 23 18 4
4638	25 28 15 18
4639	13 37 19 4
4640	33 21 9 20
4641	32 26 8 3
4642	39 9 1 21
4643	3 22 26 29
4644	26 7 14 27
4645	36 20 7 39
4646	24 3 25 21
4647	27 37 33 29
4648	33 32 26 23
4649	12 1 7 26
4650	9 20 32 7
4651	1 3 21 36
4652	9 4 2 34
4653	3 38 39 13
4654	24 11 16 9
4655	16 29 8 21
4656	32 8 10 24
4657	10 24 30 28
4658	1 25 24 9
4659	29 31 10 25
4660	24 37 9 40
4661	15 5 31 20
4662	22 2 23 19
4663	40 4 9 30
4664	33 13 24 35
4665	4 37 32 20
4666	7 31 34 3
4667	2 20 1 32
4668	25 4 19 13
4669	7 30 8 39
4670	19 36 15 5
4671	15 27 18 23
4672	35 28 2 1
4673	26 8 14 23
4674	9 34 10 29
4675	17 22 29 1
4676	28 12 16 5
4677	14 40 22 38
4678	32 16 33 21
4679	22 37 31 29
4680	31 3 38 11
4681	15 12 29 30
4682	40 27 4 14
4683	35 8 3 33
4684	19 38 20 17
4685	13 4 20 30
4686	24 14 8 4
4687	7 13 10 36
4688	33 2 23 37
4689	20 8 17 40
4690	15 19 31 13
4691	18 36 21 10
4692	24 37 33 31
4693	3 39 35 1
4694	23 35 36 6
4695	5 6 8 25
4696	18 31 10 7
4697	38 1 9 20
4698	29 15 12 16
4699	29 8 22 1
4700	17 14 19 8
4701	20 28 9 39
4702	33 3 7 38
4703	8 35 4 30
4704	20 15 5 14
4705	20 6 5 12
4706	13 31 3 35
4707	19 10 13 8
4708	9 29 37 40
4709	34 6 4 35
4710	34 29 37 27
4711	23 5 19 14
4712	1 10 5 38
4713	23 16 37 1
4714	18 31 15 30
4715	27 16 29 6
4716	28 7 4 27
4717	23 25 3 40
4718	36 32 20 15
4719	8 12 31 20
4720	29 30 34 13
4721	4 21 39 29
4722	22 29 2 20
4723	16 39 7 26
4724	38 8 25 29
4725	29 21 30 4
4726	34 7 15 13
4727	12 27 8 1
4728	23 26 11 3
4729	8 20 15 28
4730	22 4 2 40
4731	20 34 1 19
4732	12 27 5 1
4733	7 2 34 31
4734	12 36 35 9
4735	17 5 12 27
4736	33 1 36 29
4737	28 15 25 1
4738	36 20 10 15
4739	13 8 34 35
4740	22 12 23 19
4741	28 27 38 19
4742	20 4 23 13
4743	40 2 31 8
4744	19 26 34 1
4745	36 21 8 16
4746	23 31 1 33
4747	20 18 16 31
4748	29 17 37 13
4749	10 38 21 37
4750	3 17 25 8
4751	1 29 38 7
4752	16 29 34 38
4753	40 1 25 32
4754	24 8 36 17
4755	31 39 11 38
4756	24 4 7 26
4757	34 28 40 11
4758	17 24 14 39
4759	18 40 39 37
4760	36 2 27 17
4761	16 30 22 6
4762	19 3 9 20
4763	6 18 19 28
4764	31 28 39 22
4765	14 27 32 16
4766	25 38 16 5
4767	7 22 25 24
4768	32 7 40 25
4769	40 22 31 36
4770	20 14 40 18
4771	8 9 6 33
4772	37 31 35 34
4773	5 10 7 28
4774	40 13 8 38
4775	29 18 15 20
4776	26 31 27 32
4777	6 25 2 37
4778	1 31 33 37
4779	4 32 17 13
4780	34 2 29 32
4781	20 3 22 37
4782	23 37 1 26
4783	24 9 34 8
4784	31 32 28 4
4785	40 18 25 6
4786	31 39 36 35
4787	10 6 40 7
4788	36 35 39 13
4789	18 22 27 7
4790	38 19 18 33
4791	1 33 17 38
4792	27 21 3 24
4793	23 31 27 18
4794	40 24 13 19
4795	27 8 23 1
4796	28 2 18 39
4797	22 11 38 34
4798	21 9 38 10
4799	6 26 34 29
4800	2 37 15 19
4801	33 8 23 12
4802	27 37 14 40
4803	39 33 30 23
4804	25 2 10 15
4805	11 9 15 27
4806	5 33 23 35
4807	25 37 26 17
4808	37 18 10 32
4809	10 32 11 28
4810	16 4 8 15
4811	12 19 3 38
4812	30 19 20 21
4813	36 25 18 10
4814	24 13 4 10
4815	7 18 16 30
4816	24 2 20 16
4817	27 13 24 16
4818	6 37 9 32
4819	33 40 1 28
4820	14 35 31 39
4821	17 4 2 40
4822	27 4 13 16
4823	22 21 40 17
4824	38 40 16 5
4825	37 25 16 29
4826	26 30 6 7
4827	9 31 35 26
4828	19 3 14 1
4829	20 23 32 4
4830	20 39 32 5
4831	40 4 6 31
4832	18 31 3 25
4833	3 16 12 34
4834	34 13 36 2
4835	27 11 15 5
4836	34 32 15 4
4837	37 6 35 14
4838	25 8 1 16
4839	40 11 13 9
4840	32 17 15 4
4841	40 23 38 28
4842	5 10 21 34
4843	35 40 23 21
4844	4 40 21 25
4845	3 27 5 37
4846	22 28 29 40
4847	32 15 23 18
4848	5 7 3 23
4849	34 30 7 32
4850	5 13 15 24
4851	7 35 11 18
4852	5 37 18 1
4853	4 11 28 25
4854	35 33 12 29
4855	35 9 7 19
4856	17 28 13 5
4857	27 21 16 34
4858	14 16 36 9
4859	5 34 16 37
4860	7 2 10 20
4861	35 12 31 39
4862	12 2 16 30
4863	39 8 2 20
4864	30 35 13 39
4865	29 30 20 15
4866	2 33 3 13
4867	15 21 40 25
4868	30 27 34 28
4869	20 13 15 18
4870	35 37 31 13
4871	11 36 30 13
4872	20 37 27 16
4873	16 7 14 25
4874	5 6 20 2
4875	28 23 25 37
4876	8 9 18 20
4877	1 28 14 15
4878	1 39 36 11
4879	12 5 4 21
4880	28 18 16 2
4881	30 17 32 13
4882	20 39 7 2
4883	17 24 19 10
4884	4 38 36 33
4885	19 35 14 33
4886	3 30 18 8
4887	14 26 34 17
4888	10 9 6 25
4889	30 36 19 2
4890	39 36 12 10
4891	33 26 14 19
4892	3 37 31 22
4893	36 21 10 33
4894	7 28 23 38
4895	12 8 20 14
4896	10 31 23 2
4897	30 8 31 23
4898	25 35 29 38
4899	34 37 40 32
4900	12 2 1 9
4901	19 32 15 38
4902	13 18 28 10
4903	11 40 13 5
4904	17 1 34 35
4905	9 32 20 14
4906	11 40 23 9
4907	25 21 6 22
4908	35 24 37 13
4909	16 5 6 22
4910	7 10 26 20
4911	1 37 22 17
4912	6 36 34 5
4913	10 3 40 22
4914	31 35 17 30
4915	9 13 36 20
4916	31 40 11 8
4917	17 35 33 39
4918	24 17 38 6
4919	23 38 39 17
4920	32 38 9 4
4921	36 32 33 18
4922	39 9 12 26
4923	4 20 39 18
4924	17 1 12 7
4925	10 7 18 15
4926	26 16 39 15
4927	22 15 13 40
4928	37 27 28 23
4929	22 10 13 18
4930	11 10 1 8
4931	29 14 6 22
4932	24 34 38 21
4933	26 16 10 17
4934	34 25 36 30
4935	19 37 15 2
4936	14 8 28 22
4937	13 1 22 10
4938	30 23 19 33
4939	4 32 39 40
4940	11 24 28 9
4941	21 23 38 6
4942	8 31 14 13
4943	17 3 32 14
4944	37 32 20 11
4945	7 13 16 24
4946	31 26 6 24
4947	35 33 21 14
4948	1 39 14 7
4949	5 28 14 32
4950	3 38 18 19
4951	12 21 13 31
4952	26 35 1 2
4953	22 31 27 7
4954	31 1 37 8
4955	10 24 35 14
4956	20 6 17 9
4957	15 9 37 1
4958	29 37 30 5
4959	15 40 38 19
4960	4 30 15 16
4961	38 1 11 27
4962	9 36 12 26
4963	23 7 40 4
4964	11 22 30 10
4965	12 21 17 33
4966	34 37 36 23
4967	19 29 8 2
4968	28 4 14 34
4969	20 40 11 3
4970	4 20 8 39
4971	33 17 14 9
4972	16 30 3 27
4973	4 31 16 32
4974	5 17 4 35
4975	26 1 28 40
4976	5 33 2 13
4977	1 32 23 33
4978	2 20 1 27
4979	10 8 21 1
4980	36 38 9 39
4981	35 15 38 40
4982	11 22 33 2
4983	5 12 27 24
4984	18 12 11 10
4985	40 38 13 10
4986	6 12 25 40
4987	40 8 18 29
4988	10 29 7 8
4989	24 2 31 13
4990	33 10 2 15
4991	9 21 29 34
4992	24 1 37 13
4993	39 15 36 23
4994	1 12 7 4
4995	12 25 40 7
4996	32 34 21 11
4997	2 35 21 31
4998	17 16 40 37
4999	34 36 5 37
5000	10 16 12 11
5001	28 15 16 29
5002	1 20 32 36
5003	2 29 30 18
5004	4 15 10 29
5005	36 27 38 22
5006	10 37 25 12
5007	14 18 36 28
5008	37 8 18 13
5009	5 37 13 16
5010	16 3 34 1
5011	24 28 7 35
5012	32 17 19 6
5013	23 6 39 40
5014	4 22 27 19
5015	12 40 36 4
5016	38 20 30 24
5017	6 15 34 12
5018	30 34 3 11
5019	8 15 24 19
5020	27 8 2 40
5021	26 2 38 7
5022	22 16 29 13
5023	22 25 19 20
5024	6 29 3 22
5025	36 25 13 37
5026	10 16 25 13
5027	28 3 5 21
5028	29 36 30 33
5029	37 29 23 31
5030	4 5 20 14
5031	29 21 33 18
5032	3 21 5 30
5033	40 32 30 33
5034	33 9 27 8
5035	12 25 23 3
5036	29 40 24 2
5037	6 39 17 25
5038	27 37 24 26
5039	23 33 25 29
5040	9 36 1 30
5041	3 15 26 1
5042	11 1 25 5
5043	19 7 9 28
5044	22 27 37 7
5045	15 37 8 19
5046	21 40 2 13
5047	14 34 36 10
5048	1 9 17 10
5049	6 30 32 23
5050	35 13 23 11
5051	34 20 8 7
5052	32 16 34 5
5053	30 18 12 39
5054	36 7 24 12
5055	33 1 39 13
5056	16 9 23 11
5057	11 5 19 22
5058	35 2 26 24
5059	10 31 17 34
5060	33 38 40 4
5061	17 22 21 1
5062	19 28 24 1
5063	15 20 10 17
5064	30 39 14 11
5065	8 30 35 25
5066	19 24 26 21
5067	15 22 31 17
5068	8 20 26 37
5069	34 39 8 26
5070	17 20 39 38
5071	22 8 24 21
5072	12 31 1 35
5073	10 16 21 30
5074	32 4 22 12
5075	34 30 19 24
5076	23 27 26 36
5077	7 31 40 6
5078	21 37 38 28
5079	21 19 11 36
5080	27 36 7 6
5081	9 15 14 6
5082	36 24 32 17
5083	31 16 32 26
5084	17 1 38 33
5085	4 3 19 9
5086	34 14 29 2
5087	28 5 35 24
5088	5 18 33 17
5089	21 6 2 23
5090	23 11 38 16
5091	26 23 1 22
5092	31 15 16 26
5093	15 7 35 37
5094	5 36 30 6
5095	8 9 22 10
5096	5 39 16 9
5097	22 19 6 8
5098	25 8 37 17
5099	22 38 30 27
5100	34 3 35 23
5101	34 2 8 17
5102	4 14 22 23
5103	4 18 23 7
5104	32 6 29 22
5105	36 30 25 16
5106	13 3 6 17
5107	6 13 3 2
5108	34 15 21 9
5109	25 18 23 10
5110	8 12 30 15
5111	40 19 22 7
5112	30 14 36 23
5113	12 33 38 1
5114	6 27 7 17
5115	32 38 9 16
5116	32 14 33 40
5117	7 5 28 13
5118	7 39 29 22
5119	37 19 12 35
5120	1 32 31 36
5121	21 38 17 24
5122	24 40 30 22
5123	22 40 29 6
5124	33 31 18 40
5125	40 10 23 2
5126	2 36 37 34
5127	16 23 18 33
5128	25 23 5 20
5129	1 20 25 30
5130	25 14 10 40
5131	14 21 16 29
5132	17 23 20 38
5133	22 5 33 26
5134	26 8 18 14
5135	34 12 7 13
5136	7 16 24 11
5137	23 7 8 9
5138	24 33 1 22
5139	22 16 3 34
5140	17 38 5 3
5141	39 15 8 28
5142	18 12 36 40
5143	19 38 26 6
5144	26 17 5 8
5145	7 13 27 30
5146	19 3 25 16
5147	38 25 29 21
5148	4 38 37 15
5149	19 20 38 23
5150	25 33 7 19
5151	26 15 19 35
5152	8 20 14 19
5153	15 20 14 2
5154	13 31 9 28
5155	20 2 10 16
5156	19 23 1 37
5157	21 9 14 25
5158	36 15 16 33
5159	10 40 4 29
5160	10 21 38 13
5161	23 31 37 3
5162	40 4 6 16
5163	6 38 28 1
5164	19 29 13 26
5165	34 40 9 38
5166	34 29 13 22
5167	11 39 16 19
5168	36 17 6 38
5169	29 23 36 13
5170	33 23 28 4
5171	8 34 19 23
5172	9 28 24 13
5173	15 33 22 27
5174	8 38 20 35
5175	28 14 19 8
5176	11 14 13 12
5177	38 22 28 27
5178	4 1 17 22
